Gene name	Chromosome/scaffold name	Karyotype band	Gene start (bp)	Gene end (bp)
AC244670.1	1	p36.21	12692909	12693020
AL162427.1	9	q22.33	99183373	99184891
AL035045.3	CHR_HSCHR20_1_CTG1		17893379	17894176
AC080014.1	3	q12.2	100910975	100912175
DNA2	10	q21.3	68414064	68472121
WT1	11	p13	32387775	32435630
SKIV2L	6	p21.33	31959080	31969755
SDCBPP3	X	p11.4	40890647	40891537
AC021351.1	15	q14	35939167	36252257
AC009244.1	7	q32.1	129410113	129410370
ATIC	2	q35	215311817	215349773
AC040918.1	15	q14	36046082	36049529
EFL1	15	q25.2	82130230	82262763
AC137630.2	3	p21.31	48979918	48983985
AC092268.1	X	p11.4	40907987	40908391
AHCYL2	7	q32.1	129225023	129430211
FBXO33	14	q21.1	39397669	39432500
PGRMC2	4	q28.2	128269237	128288829
PAQR8	6	p12.2	52361421	52407777
CNOT10	3	p22.3	32685145	32773875
MDGA1	6	p21.2	37630679	37699306
CNOT10-AS1	3	p22.3	32730635	32737454
FECH	18	q21.31	57548283	57586772
TCEAL7	X	q22.2	103330196	103332326
AC021205.3	4	q28.1	122881878	122884712
AC055753.1	3	q22.1	133409955	133410843
BFSP2-AS1	3	q22.1	133429269	133455776
RBMY1A3P	Y	p11.2	9311130	9322869
DAZ4	Y	q11.23	24833843	24907040
ERCC3	2	q14.3	127257290	127294176
RIMKLB	12	p13.31	8681600	8783095
SPATA2P1	13	q21.1	56214373	56216942
ASS1P1	6	p22.3	25023247	25024483
AL512428.1	6	p22.3	24797373	24809798
SERPINB8	18	q22.1	63969925	64019779
AC008278.1	2	p24.3	15668684	15680484
SDHCP4	11	p15.1	17435672	17436181
BBS12	4	q27	122732702	122744943
ZNF485	10	q11.21	43606407	43617903
LINC01149	CHR_HSCHR6_MHC_MANN_CTG1		31484113	31489410
AL157838.1	20	q13.2	53552770	53575863
ZNF217	20	q13.2	53567065	53609907
ADGRE1	19	p13.3	6887566	6940459
RPS17	15	q25.2	82536750	82540564
FAM30A	CHR_HSCHR14_3_CTG1		105918750	105933413
PCDHA2	5	q31.3	140794852	141012344
AC108681.1	3	q27.3	187796187	187805258
AC068295.1	3	q27.3	187932764	187946221
AC010328.1	19	q13.41	53007512	53013180
IFNA22P	9	p21.3	21278050	21278619
RNF150	4	q31.21	140859807	141212877
AC012377.1	15	q15.1	39921042	39925880
LRRC75A-AS1	17	p11.2	16438822	16478678
PCDHA1	5	q31.3	140786136	141012347
AC073072.2	7	p15.3	22773646	22773993
RPP25	15	q24.2	74954416	74957464
BOLL	2	q33.1	197726879	197786762
AC114797.1	4	q13.2	69215908	69216635
AC124864.2	21	p11.2	9558970	9559155
IFNA16	9	p21.3	21216373	21217311
AC005828.4	17	q23.3	63430468	63432211
IFNNP1	9	p21.3	21058771	21059323
AC073346.1	7	q31.1	113100663	113146330
AC006270.1	17	q23.3	63117019	63130947
PSMF1	20	p13	1113263	1189415
HLA-S	CHR_HSCHR6_MHC_MANN_CTG1		31425088	31425302
IGHD3-9	CHR_HSCHR14_3_CTG1		105905452	105905482
RAB28P5	X	q26.3	136847384	136848034
AL109930.1	20	q13.2	53255979	53487274
AC090582.1	11	p11.2	47323983	47324181
GNB4	3	q26.33	179396089	179451590
AC007620.2	3	q26.33	179396961	179399191
GRAMD1C	3	q13.31	113828182	113947174
AC128687.2	3	q13.31	113947005	113947570
AC012358.3	2	p16.1	55282350	55346049
GPR176	15	q15.1	39799032	39920892
AC093578.1	1	p22.2	88498309	88498676
AL445437.1	1	p22.3	87805286	87808372
TRIM27	CHR_HSCHR6_MHC_QBL_CTG1		28902991	28923978
GLDN	15	q21.2	51341629	51408013
MTA2	11	q12.3	62593214	62601840
ZNF440	19	p13.2	11814284	11835201
CR759798.1	CHR_HSCHR6_MHC_MCF_CTG1		33003767	33004281
RFPL4AP3	4	p15.2	23514940	23515284
SPCS2P1	15	q15.2	43131008	43131686
AC127496.6	17	q25.3	80999509	81000130
AC016550.3	5	q14.3	86380660	86381426
AL513478.4	9	q21.11	66204896	66208833
DLGAP2-AS1	8	p23.3	1565509	1622417
DLG3	X	q13.1	70444861	70505490
AL353608.2	9	q21.11	68228651	68229312
FAM104A	17	q25.1	73207353	73236753
AC011995.2	2	p25.3	2834264	2838391
AL353719.1	10	q24.2	99621055	99621918
AC021146.5	4	q13.2	68985009	68988533
OTUD4P1	12	p13.32	3839459	3842525
AL691432.3	1	p36.33	1583510	1583909
RPEP6	11	q13.4	72131282	72131907
AL133264.1	6	p22.3	24750671	24751625
HLA-N	6	p22.1	30351416	30351550
AC108019.1	4	q31.21	140600401	140600575
B3GALT4	CHR_HSCHR6_MHC_QBL_CTG1		33205959	33207652
ACTL8	1	p36.13	17755313	17827063
AC068512.1	17	q23.2	62808500	62836371
OR1Q1	9	q33.2	122614738	122615682
OR1L8	9	q33.2	122567117	122583384
AC005831.1	12	p13.32	3610307	3612003
AC092832.1	X	p22.11	22616744	22617143
AC005306.1	19	p13.3	1989401	1990370
SLC25A48	5	q31.1	135579202	135889770
AC011431.1	5	q31.1	135742462	135746356
Z98949.1	22	q12.1	25876854	25903247
AL022329.3	22	q12.1	25756318	25756669
ROR1-AS1	1	p31.3	64094442	64171297
AC007128.1	7	p21.3	8262264	8344516
HEMK1	3	p21.31	50569152	50596168
AC007128.2	7	p21.3	8303741	8341343
AC006042.1	7	p21.3	8114025	8116561
RRM2B	8	q22.3	102204502	102239118
TRBV12-3	CHR_HSCHR7_2_CTG6		142602235	142602743
AP003784.1	11	q25	132771623	132773371
AL024498.1	6	p24.2	10743324	10747663
AC087565.1	16	q22.3	73812621	73816053
LOXL2	8	p21.3	23297189	23425328
AC092114.1	16	q22.3	73543941	73558522
HCCAT5	16	q22.3	73092349	73099337
NOX4	11	q14.3	89324356	89498187
CMTR1	6	p21.2	37433219	37482827
ENDOG	9	q34.11	128818474	128822677
AC112187.1	5	q11.1	50633124	50633602
HSPA8P20	X	q25	124204499	124205806
SHLD1	20	p12.3	5750393	5863912
GBA3	4	p15.2	22692914	22819575
PIK3CB	3	q22.3	138652699	138834938
AC091390.4	7	q22.1	102364162	102380633
PHEX-AS1	X	p22.11	22162733	22172983
AL354695.1	10	p12.31	19491072	19491299
MTND1P37	10	p12.31	19747172	19747435
LINC02110	5	p13.2	37948491	37951055
AC106796.1	16	p12.3	20385957	20391164
LINC00294	11	p13	33076149	33079454
AC107954.1	15	q26.1	88989519	88990245
CSTF3-DT	11	p13	33161657	33191598
CCDC88A	2	p16.1	55287842	55419895
AC021146.8	4	q13.2	68813995	68814727
CRMP1	4	p16.2	5748084	5893058
AC110926.1	2	q14.3	127247258	127250082
HADHAP2	12	p13.31	8634367	8637608
RPL18AP15	X	q23	111624210	111624726
NCAPGP1	8	q24.12	120635558	120638204
AC073174.2	10	q21.1	52946431	52955585
KIR3DL3	CHR_HSCHR19LRC_COX1_CTG3_1		54655800	54667814
THAP12P3	10	q21.1	52411135	52413492
RPL31P44	10	q21.1	52389112	52389488
TM9SF4	20	q11.21	32109506	32167258
MRPS15P1	15	q24.1	73483196	73483943
PRR16	5	q23.1	120464278	120687332
OR12D2	CHR_HSCHR6_MHC_MCF_CTG1		29396336	29397404
PRAMEF13	1	p36.21	13196330	13201409
CYP17A1	10	q24.32	102830531	102837533
RPL30P4	3	p22.3	32635222	32635554
INTS14	15	q22.31	65578753	65611289
KRT8P50	15	q15.2	42800968	42802405
HLA-DRB9	6	p21.32	32459821	32473500
AC104306.2	3	p22.3	32592972	32593312
PRAMEF36P	1	p36.21	13128818	13131615
DGKQ	4	p16.3	958887	986895
AC018563.1	15	q14	36876379	36887035
HMGB3P32	16	q21	57603137	57603697
KCTD9P5	5	p13.2	37505688	37506857
ARL17B	17	q21.31	46274784	46361797
SLC24A1	15	q22.31	65611366	65660995
SRRM1P2	3	p12.1	83937045	83938236
DYNC1LI1	3	p22.3	32525971	32570874
AC122129.2	17	p11.2	17777781	17779094
RAI1-AS1	17	p11.2	17759154	17770821
BCL2L13	22	q11.21	17628855	17730855
AC007342.6	16	q12.2	53478957	53481550
AC009480.1	2	q23.1	147899401	147902956
RPL7P59	7	q35	145039999	145040941
OR4D9	11	q12.1	59511368	59520703
LINC02278	4	p14	38564003	38570671
AC117529.1	5	p12	45574590	45576612
AL391244.3	1	p36.33	1409096	1410618
LINC00333	13	q31.1	84562364	84563236
LILRB4	CHR_HSCHR19LRC_COX1_CTG3_1		54594151	54602395
MTND5P3	13	q31.1	84521725	84523915
GATA4	8	p23.1	11676959	11760002
ITPR1-DT	3	p26.1	4490891	4493163
MBTPS2	X	p22.12	21839636	21885424
RPL8	8	q24.3	144789765	144792587
AC024023.1	4	p14	38390754	38391675
AL022324.3	22	q11.23	25434324	25435070
DENND4A	15	q22.31	65658046	65792293
AKTIP	16	q12.2	53491040	53504411
LMF1	16	p13.3	853634	981318
AL359198.2	10	q23.32	91896704	91896897
LINC00208	8	p23.1	11576313	11581342
KIAA0319	6	p22.3	24544104	24646155
AC110597.2	CHR_HSCHR18_2_CTG2		67551243	67554415
ELL	19	p13.11	18442663	18522127
AC005829.1	17	q21.31	46267037	46268694
AL357552.2	1	p36.23	8805860	8807051
AC008805.2	19	q13.11	32831295	32833168
SCGB2A1	11	q12.3	62208668	62213939
GNLY	2	p11.2	85685175	85698854
AL121601.2	X	q25	123878590	123879296
ABRA	8	q23.1	106759483	106770245
FTH1P11	8	q21.13	81521682	81522232
CICP4	20	q13.33	64290187	64292998
FP671120.3	21	p11.2	8210384	8211306
THEMIS2	1	p35.3	27872543	27886685
AC004080.6	7	p15.2	27128969	27152561
RSL24D1P9	18	q21.2	51612639	51613110
AC062032.1	2	q22.3	146879909	146898218
AC074051.2	16	p13.3	5207088	5207439
FABP5	8	q21.13	81280363	81284777
AC009902.2	8	q21.13	81279871	81281446
PEBP1P2	2	p11.2	85341281	85341838
SLC5A2	16	p11.2	31483002	31490860
RPL30P16	8	q23.3	112538889	112539317
AC025822.2	10	p15.1	4051726	4089013
OR4D6	11	q12.1	59456938	59457991
ZNF479	7	p11.2	57119614	57139864
DNM1P51	15	q25.2	84398316	84411701
AC243562.2	15	q25.2	84389729	84395903
AL162419.1	9	p24.2	4299390	4306046
PCMTD2	20	q13.33	64255695	64287821
AC125807.2	12	p13.33	3041437	3044950
SETD4	21	q22.12	36034541	36079389
AC124045.1	3	p21.31	44667412	44669364
NAA10	X	q28	153929242	153935223
MTDH	8	q22.1	97644179	97728770
LINC02224	5	p12	44495618	44510282
AC019080.4	2	q31.2	177306373	177310572
LINC02008	3	p12.2	81986138	82463675
C5orf66	5	q31.1	135033280	135358219
AL031667.1	20	q12	41382383	41383107
MRPS5P4	18	q21.32	60519841	60520165
AC096666.1	2	q22.3	145294277	145331847
AC010928.2	18	q21.32	60495868	60496336
SLC25A51P3	8	q21.13	80594815	80595703
AC010928.3	18	q21.32	60525616	60526156
MOB4	2	q33.1	197515571	197553699
AC009505.1	2	q12.2	105959084	105962006
CXCL16	17	p13.2	4733526	4739922
AL137058.1	13	q14.3	52488993	52587095
SPRY3	X	q28	155767812	155782459
SERPINB5	18	q21.33	63476761	63505085
AC107990.1	18	q21.32	59929226	59930330
HNRNPCL1	1	p36.21	12847408	12848725
GPX1P2	21	q21.3	27143344	27143949
TNFRSF10A	8	p21.3	23190452	23225126
HSD17B8	CHR_HSCHR6_MHC_QBL_CTG1		33133453	33135646
POU5F1	CHR_HSCHR6_MHC_MCF_CTG1		31242859	31249234
MARK2P8	3	q21.3	128748538	128749489
NPS	10	q26.2	127549369	127552639
ARPC2	2	q35	218217094	218254356
GRAP	17	p11.2	19020673	19047637
AC226496.5	CHR_HSCHR4_1_CTG9		68783028	68783287
LINC02522	6	p24.3	10474500	10478502
AL031009.1	16	p13.3	1688355	1690536
KRTAP9-10P	CHR_HSCHR17_5_CTG4		41270282	41270488
AC006042.3	7	p21.3	7980312	7982228
CRAMP1	16	p13.3	1612325	1677908
MSH5-SAPCD1	CHR_HSCHR6_MHC_APD_CTG1		31825184	31831870
COQ10B	2	q33.1	197453423	197475308
MLF1	3	q25.32	158571163	158607252
AC004948.1	7	p21.3	7619872	7620543
TTC17	11	p12	43358932	43494933
HIP1	7	q11.23	75533300	75738962
AC040975.1	8	p21.1	28810103	28810418
RPL13AP	CHR_HSCHR6_MHC_COX_CTG1		29579107	29579624
NMD3P2	7	p11.2	56502284	56503044
AC244635.1	CHR_HSCHR5_1_CTG1_1		70153366	70153660
AC007448.3	17	q24.2	67244837	67245806
TMED10P2	3	q21.3	128538020	128538631
RPL36AP48	17	q24.2	67224728	67225041
WDR91	7	q33	135183839	135211534
OR52N5	11	p15.4	5776165	5783355
OR52Q1P	11	p15.4	5903767	5904448
HSPA8P4	5	q23.3	130140031	130141950
CDH16	16	q22.1	66908122	66918984
DOCK1	10	q26.2	126905409	127452517
AL512310.1	14	q11.2	19700479	19700650
AC021106.2	4	p14	37995494	37996203
AC004889.1	7	q35	144194858	144280547
AC080188.2	4	q32.3	168843988	168844735
ZNF101P1	10	p12.1	28338554	28340942
APCDD1L	20	q13.32	58459101	58515131
RBM22P3	7	p11.2	56490682	56491635
TAF9	5	q13.2	69364743	69370013
LINC00491	5	q21.1	102609156	102671559
AC114781.1	4	q21.23	83247179	83248206
ARHGEF35	7	q35	144186083	144195655
CHRFAM7A	15	q13.2	30357766	30393849
DUSP5	10	q25.2	110497838	110511544
AC019322.1	15	q13.2	30380353	30386987
TEX41	2	q22.3	144667967	145262988
AC108740.1	3	p12.2	80442081	80442305
AC022336.3	3	q21.2	124791119	124793104
OR52B6	11	p15.4	5580877	5581884
GRM5-AS1	11	q14.2	88504576	88524054
AC135731.2	15	q13.2	30282533	30288389
C7orf71	7	p15.2	26637871	26647305
AC093392.1	7	p11.2	56322804	56323601
AP002840.2	11	q23.2	113368478	113369117
SACS	13	q12.12	23328826	23433740
IGLL5	22	q11.22	22887780	22896107
AC007899.1	2	p22.2	37148530	37149304
TTC29	4	q31.22	146706638	146945882
HNRNPA3P8	3	p12.2	80216261	80217234
CPEB1	CHR_HSCHR15_5_CTG8		82622289	82720771
BAIAP2L1	7	q22.1	98291651	98401068
RHOA	3	p21.31	49359145	49412998
NR2F6	19	p13.11	17231883	17245940
CFAP44	3	q13.2	113286947	113441610
AC096719.1	4	p15.2	21949015	22330330
TCF7L1-IT1	2	p11.2	85186409	85187253
AC004982.1	7	p21.3	7550104	7552440
HLA-DOA	CHR_HSCHR6_MHC_COX_CTG1		32926465	32931899
ALDOC	17	q11.2	28573115	28577264
AC036176.1	18	q21.33	63367328	63381629
CASP12	11	q22.3	104885718	104898670
NFX1	9	p13.3	33290511	33371157
IGLV3-17	22	q11.22	22738944	22739187
RPL32P9	3	q25.1	150150538	150150944
AC069277.1	3	p26.1	6490479	6736129
CYP4F34P	CHR_HSCHR13_1_CTG3		18741730	18742718
LRRC25	19	p13.11	18391144	18397617
APMAP	20	p11.21	24962925	24992979
LINC00502	10	q23.31	91033157	91062164
TK2	16	q21	66508003	66552544
Z93022.1	X	p22.13	17528435	17587160
NHS	X	p22.2	17375420	17735994
SPAG5	17	q11.2	28577565	28599279
TPT1-AS1	13	q14.13	45341345	45393413
AC021818.2	15	q23	69803316	69804046
AL008636.1	22	q13.33	49500568	49501585
Z97192.3	22	q13.33	49612657	49615716
ARHGEF38-IT1	4	q24	105561591	105570238
AC080078.2	4	q31.3	152317902	152318364
AC207130.1	22	q13.33	49372924	49377119
OSER1	20	q13.12	44196496	44210791
Z82202.1	22	q13.33	49264201	49266080
Z82202.2	22	q13.33	49166421	49188062
AC240504.1	X	q13.1	72727977	72728821
PLEKHB2	2	q21.1	131104847	131353709
RAB3C	5	q11.2	58582221	58859394
SLC30A4	15	q21.1	45479611	45522807
AL731563.3	10	q22.2	73098044	73101297
BEST1	11	q12.3	61949821	61965515
SGSM1	22	q11.23	24806169	24927578
SYNGAP1-AS1	6	p21.32	33437363	33454453
LINC01310	22	q13.32	48866770	48898386
LINC01116	2	q31.1	176629589	176637931
LINC01111	8	q21.13	76406654	76524356
AL512624.2	14	q11.2	19420975	19425017
ICAM2	17	q23.3	64002594	64020634
Z82186.1	22	q13.31	47345569	47373541
AP001350.1	11	q12.1	58611119	58612642
ZFP91	11	q12.1	58579111	58621042
USE1	19	p13.11	17215346	17219829
AL591471.1	9	p11.2	40358454	40358682
PTPN20CP	10	q11.22	48064308	48119455
RPL3P10	CHR_HSCHR8_9_CTG1		39157538	39158701
LINC01184	5	q23.3	127940426	128083172
CUL1P1	5	q23.2	127784618	127787042
RPL7P4	CHR_HSCHR6_MHC_MANN_CTG1		30741465	30742194
RPL17P50	10	q22.1	73005833	73006595
COL11A2P1	CHR_HSCHR6_MHC_QBL_CTG1		33032837	33036373
CT47A1	X	q24	120982476	120985788
MTX2	2	q31.1	176269395	176338025
BX284668.5	1	p36.13	16888538	16889649
EEF1A1P15	X	q21.33	98389512	98390919
SSTR3	22	q13.1	37204238	37212322
AC025871.1	8	p21.1	28447264	28455902
FHOD3	18	q12.2	36297714	36780055
APOBEC3A	CHR_HSCHR22_1_CTG2		38952742	38962839
AL157359.1	21	q21.1	18953264	18967058
PTX4	16	p13.3	1485886	1488981
AC129510.2	17	q25.3	82160056	82160452
HTATSF1P1	CHR_HSCHR6_MHC_DBB_CTG1		33215710	33217601
TOPAZ1	3	p21.31	44241886	44332098
AC093689.2	CHR_HSCHR4_1_CTG6		34657606	34669432
PRELID3BP11	9	p24.1	6734598	6735076
STAT5A	17	q21.2	42287547	42311943
GPC2	7	q22.1	100169606	100177372
RPL3	22	q13.1	39312882	39320389
BOLA2P2	3	p21.31	47499841	47500407
AC060766.1	17	q12	35409602	35410228
GDAP1	8	q21.11	74321130	74488872
SPA17P1	10	q22.2	75382393	75382844
AC097372.1	4	q31.22	146241806	146243669
DIRC3	2	q35	217284019	217756593
CHKA	11	q13.2	68052859	68121444
FP325331.1	22	q13.31	47115838	47117217
AP000894.1	18	p11.32	856526	857045
AP002807.1	11	q13.2	68050740	68053762
AC010424.2	5	q23.2	127478295	127478737
LINC01095	4	q31.22	146109455	146121913
RPS3AP32	8	q21.11	74055882	74056647
AMMECR1	X	q23	110194186	110440233
ASAH2	10	q11.23	50182778	50248610
MED12L	3	q25.1	151085697	151437072
GPR87	3	q25.1	151294086	151316952
OR2H1	CHR_HSCHR6_MHC_DBB_CTG1		29457111	29464258
DHFRP2	CHR_HSCHR6_MHC_QBL_CTG1		31356448	31356994
AC243657.3	CHR_HSCHR15_4_CTG8		28929748	28933507
AC243657.2	CHR_HSCHR15_4_CTG8		28930704	28930991
SPINK4	9	p13.3	33218365	33248567
AC055854.1	8	p21.3	22690150	22798616
ZNF627	19	p13.2	11559374	11619135
AL390866.1	10	p12.1	27999788	28049615
AC245291.1	22	q11.22	22465659	22465986
ADAM29	4	q34.1	174829668	174978180
MARK2P16	10	q23.31	89837612	89839334
AC087272.1	8	q11.21	50859530	50860062
KBTBD7	13	q14.11	41189833	41194566
HLA-DPA1	CHR_HSCHR6_MHC_QBL_CTG1		32993608	33009820
CAPN15	CHR_HSCHR16_CTG2		531239	531551
MAPK8IP2	22	q13.33	50600685	50613981
BX005214.1	9	p12	39384506	39405305
AC104126.1	5	q22.2	112228283	112257309
PRKDC	8	q11.21	47773108	47960183
KRT18P52	2	p22.3	31822591	31823436
SPDYC	11	q13.1	65170154	65173244
AC140479.6	2	q13	110279606	110285681
GAS8	16	q24.3	90019629	90044975
OR5BD1P	11	q12.1	57945598	57946414
LINC00539	13	q12.11	21303515	21348721
AC010883.1	2	p21	43229573	43233394
AP003484.1	11	q12.1	57870322	57870571
AC009884.2	8	p22	19001627	19001950
AC100800.1	8	p22	18720905	18734405
SAMD9L	7	q21.2	93130055	93148369
CSNK2B	CHR_HSCHR6_MHC_MANN_CTG1		31704690	31711800
PSD3	8	p22	18527301	19084730
LINC00960	3	p12.3	75672391	75679303
ZNF717	3	p12.3	75678660	75785583
SFTA2	CHR_HSCHR6_MHC_MCF_CTG1		31009891	31010713
AC208188.1	CHR_HSCHR16_CTG2		451401	453138
WEE2-AS1	CHR_HSCHR7_1_CTG6		141710346	141744354
AC118754.1	17	p13.2	4497394	4499674
USP9YP8	Y	q11.223	21677246	21681118
CCDC71	3	p21.31	49162535	49166321
DBNDD1	16	q24.3	90004865	90020128
AC022706.1	17	q12	35313502	35324900
ZFAND5	9	q21.13	72351425	72365235
SIRT7	17	q25.3	81911939	81921323
AC010336.6	19	p13.2	7959123	7960012
AC068759.1	3	q26.31	173153737	173336965
RPL5P4	1	p34.3	35350722	35351607
WBP1LP8	6	q27	170651012	170651338
AC109309.1	11	p15.4	3226061	3232838
AC087386.1	15	q11.1	20128745	20147953
AC027796.2	17	p13.2	3619256	3619913
FAM199X	X	q22.2	104166620	104195902
AL021368.3	6	p11.2	57855891	57856468
AL359212.1	14	q21.3	48045481	48046216
AC078955.1	12	q21.31	81094375	81125845
AC113404.2	5	q13.3	76170930	76171106
AC058822.1	4	q12	53377839	54295272
AC084809.1	17	q11.2	32876759	32878637
SERPINE1	7	q22.1	101127089	101139266
FAM19A1	3	p14.1	68004216	68545625
AC006967.2	7	q36.3	157057709	157058514
LCK	1	p35.2	32251239	32286165
ST6GALNAC4	9	q34.11	127907886	127917038
SMIM31	4	q32.3	164754064	164803795
DNASE1	16	p13.3	3611728	3680143
AC006111.3	16	p13.3	3686998	3687380
AC125613.1	3	q26.33	181534177	181700611
AC097655.1	4	q13.1	60038269	60038586
AC105114.1	18	q11.2	25200976	25202837
SKIDA1	10	p12.31	21513478	21526368
FIP1L1	4	q12	53377643	53460861
AC079336.2	17	q11.2	32509954	32523424
MAP2	2	q34	209424058	209734118
KIR2DL1	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1		54769756	54784259
AL139098.1	6	q22.31	121381472	121381860
AC110792.2	4	q12	54059597	54061210
DNAJC19	3	q26.33	180983709	180989774
AC141273.3	16	p12.3	20616409	20616532
SNRNP27	2	p13.3	69893560	69905575
AP001476.2	21	q22.3	46056516	46057567
DCLRE1CP1	10	p13	15015370	15021863
AC005291.2	17	p13.1	10291820	10317926
BAK1P1	20	q11.21	32690180	32690815
TRAP1	16	p13.3	3651639	3717597
ORC1	1	p32.3	52372829	52404459
GPX3	5	q33.1	151020438	151028993
MAPT-AS1	CHR_HSCHR17_2_CTG5		45854974	45907225
MAPT-IT1	CHR_HSCHR17_2_CTG5		45907408	45910423
ZNF317	19	p13.2	9140380	9163424
SMIM15	5	q12.1	61157709	61162474
CCDC8	19	q13.32	46410329	46413662
CARMIL1	6	p22.2	25279078	25620530
AL590084.2	6	p22.2	25218688	25219069
KIFC1	CHR_HSCHR6_MHC_QBL_CTG1		33320351	33338717
AC073109.1	7	p21.3	11820317	11821294
GPR79	3	q25.32	158841093	158841960
AC092645.1	2	q13	112188364	112190635
AC025262.3	12	q14.2	64696191	64696550
SLC25A35	17	p13.1	8287763	8295343
CPN1	10	q24.2	100042193	100081877
FAM241B	10	q22.1	69630251	69633599
AC025768.1	5	p14.3	18893902	18894168
ACTR3BP1	Y	q11.21	11395699	11397076
SLC9B1P1	Y	q11.21	11340579	11385687
AC234782.2	X	q22.2	103904322	103904754
AL035446.2	6	q24.1	140575788	140898381
AL359693.1	6	q14.1	81551686	81554092
AC008040.5	3	q26.2	170087810	170089590
AL359752.1	1	p12	119909255	119910613
GSTA5	6	p12.2	52831655	52846095
HYPK	15	q15.3	43796142	43803043
LINC02100	5	p14.3	18704433	18746173
FAM167B	1	p35.2	32247233	32248856
AL133163.3	14	q13.2	35447003	35447625
RPS3AP4	14	q13.2	35468272	35469330
CCAT2	8	q24.21	127400399	127402150
TMA16	4	q32.2	163494442	163520539
HCG17	CHR_HSCHR6_MHC_DBB_CTG1		30224316	30316381
ZNF736P5Y	Y	q11.23	25018499	25019303
ZFPL1	11	q13.1	65084210	65088400
C11orf91	11	p13	33698261	33700801
VAC14	16	q22.2	70687439	70801161
SMIM25	20	q13.13	50267486	50279795
TCEAL4	X	q22.2	103576231	103587736
ROM1	11	q12.3	62611722	62615120
ZNF20	19	p13.2	12092843	12140407
AC079035.1	12	q14.1	62482349	62484932
AKR1B1P7	19	q13.11	33360497	33361448
FEZF1-AS1	7	q31.32	122303658	122310077
JADRR	4	q28.2	128768228	128769948
AC015983.1	7	q31.32	122234531	122234903
IFI27L2	14	q32.12	94127779	94130253
LINC02586	1	p13.3	110208834	110209987
AL355990.2	1	p13.3	110177643	110178719
LINC02424	12	q21.2	78326680	78359746
AC008738.3	19	q13.11	33299934	33301168
AL606970.1	6	q27	168298069	168302114
CEBPA	19	q13.11	33299934	33302564
AC064874.1	2	q37.2	235773855	235783387
DEAF1	11	p15.5	644233	706715
CXCL12	10	q11.21	44370165	44386493
HSPA8P8	7	p21.3	10451311	10453252
AC117522.3	5	q14.3	85210060	85210903
AC117522.2	5	q14.3	85212958	85213614
AC084859.1	11	p15.3	13001090	13009159
SERPINI2	3	q26.1	167441789	167479004
CLDN22	4	q35.1	183318194	183320774
TRAM1	8	q13.3	70573442	70608387
AC090844.3	17	q21.1	40012226	40014705
AC113383.1	5	q14.3	84384427	84490765
AC114814.3	2	q37.2	235177896	235178905
AC143336.1	5	q13.2	71754378	71756301
BIRC6-AS2	2	p22.3	32557273	32574818
RPL7L1P3	7	q11.23	75922755	75923443
RPS7P12	X	q26.3	134650830	134651411
HMBOX1	8	p21.1	28890394	29064764
AL672032.1	X	q26.3	134599457	134606254
PRDX4	X	p22.11	23664262	23686399
AC009549.1	11	p15.1	19710934	19712619
AC245033.4	15	q25.2	82533175	82540008
AC005609.2	5	q31.3	140849105	140849696
CARD17	11	q22.3	105092469	105101431
AC091304.8	CHR_HSCHR15_1_CTG8		28332230	28336599
AL133461.1	10	q26.11	119818866	119819133
DYRK1A	21	q22.13	37365573	37526358
ADAM6	CHR_HSCHR14_3_CTG1		105970500	105973040
AC106827.1	3	p14.1	66008770	66009200
RPL17P17	3	p14.1	65843890	65844446
AC034102.5	12	q13.2	56150796	56158220
QPCT	2	p22.2	37342827	37373322
LINC01327	3	q26.1	167392796	167408519
EXOSC3P2	19	p13.2	7813615	7814425
SEC62	3	q26.2	169966635	169998373
CASKIN1	16	p13.3	2177180	2196525
BZW1P1	3	q26.31	172425850	172427089
AC008752.2	19	p13.2	9834079	9835013
DCHS1	11	p15.4	6621323	6655854
RPL21P93	10	p12.1	28898996	28899484
BAMBI	10	p12.1	28677342	28682939
AC093484.4	17	p11.2	16440479	16440952
MTCYBP42	7	p15.3	22747675	22748804
AC111000.1	4	q13.2	69181660	69182372
YIPF4	2	p22.3	32277910	32316594
RFTN2	2	q33.1	197568224	197676045
SUCLA2P1	6	p22.1	30468882	30470251
NDUFA12P1	13	q32.3	100027769	100028174
DENND5A	11	p15.4	9138825	9265390
AL139352.1	20	q13.12	44656451	44696096
NSMCE2	8	q24.13	125091679	125367120
CDKL5	X	p22.13	18425583	18653629
AL354993.2	20	q13.2	53453058	53504314
PPIAP10	20	q13.2	53421199	53421656
AC020728.1	5	q11.2	55356308	55357523
HSFX3	X	q28	149548210	149549932
PRSS22	16	p13.3	2852727	2858170
AC020891.1	15	q21.2	51367377	51369110
NELFE	CHR_HSCHR6_MHC_DBB_CTG1		31934274	31941274
GMNN	6	p22.3	24774931	24786099
FFAR2	19	q13.12	35443907	35451767
AC016866.3	18	q21.1	49013106	49013819
GJD3	17	q21.2	40362931	40363815
AC002511.2	19	q13.12	35424062	35424652
AL844539.1	CHR_HSCHR6_MHC_QBL_CTG1		28837857	28838994
AC023141.6	7	p11.2	57822465	57822801
AL035458.2	20	q11.22	34234840	34281173
XPOTP1	20	q11.22	34213495	34215892
AL078581.3	6	q25.1	149576089	149590864
CHMP6	17	q25.3	80991598	81009517
